stp_id,farm_id,distance_km
STP_TVM,F_1235,97.3635
STP_TVM,F_1236,427.3806
STP_TVM,F_1237,155.8112
STP_TVM,F_1238,108.0016
STP_TVM,F_1239,350.5093
STP_TVM,F_1240,311.0107
STP_TVM,F_1241,424.3861
STP_TVM,F_1242,109.2566
STP_TVM,F_1243,289.3962
STP_TVM,F_1244,167.3985
STP_TVM,F_1245,42.9589
STP_TVM,F_1246,64.1970
STP_TVM,F_1247,375.6621
STP_TVM,F_1248,266.8875
STP_TVM,F_1249,221.2088
STP_KCH,F_1000,87.6652
STP_KCH,F_1001,105.8959
STP_KCH,F_1002,83.9209
STP_KCH,F_1003,243.9565
STP_KCH,F_1004,91.2779
STP_KCH,F_1005,79.7088
STP_KCH,F_1006,79.5695
STP_KCH,F_1007,264.4236
STP_KCH,F_1008,200.7213
STP_KCH,F_1009,119.5847
STP_KCH,F_1010,206.7167
STP_KCH,F_1011,67.5843
STP_KCH,F_1012,218.9667
STP_KCH,F_1013,203.5636
STP_KCH,F_1014,164.1969
STP_KCH,F_1015,284.7328
STP_KCH,F_1016,192.0058
STP_KCH,F_1017,217.4309
STP_KCH,F_1018,33.3677
STP_KCH,F_1019,73.9077
STP_KCH,F_1020,112.4856
STP_KCH,F_1021,39.0043
STP_KCH,F_1022,233.6045
STP_KCH,F_1023,124.3248
STP_KCH,F_1024,97.4657
STP_KCH,F_1025,113.5024
STP_KCH,F_1026,209.2094
STP_KCH,F_1027,61.3988
STP_KCH,F_1028,179.5432
STP_KCH,F_1029,170.8445
STP_KCH,F_1030,217.5283
STP_KCH,F_1031,112.2352
STP_KCH,F_1032,88.6249
STP_KCH,F_1033,92.9232
STP_KCH,F_1034,108.5080
STP_KCH,F_1035,78.4011
STP_KCH,F_1036,155.0846
STP_KCH,F_1037,57.0768
STP_KCH,F_1038,256.0268
STP_KCH,F_1039,9.2648
STP_KCH,F_1040,73.8875
STP_KCH,F_1041,188.6896
STP_KCH,F_1042,235.7197
STP_KCH,F_1043,119.8304
STP_KCH,F_1044,263.3594
STP_KCH,F_1045,146.3068
STP_KCH,F_1046,201.8443
STP_KCH,F_1047,113.0135
STP_KCH,F_1048,97.5032
STP_KCH,F_1049,128.4170
STP_KCH,F_1050,32.6891
STP_KCH,F_1051,49.3886
STP_KCH,F_1052,71.0762
STP_KCH,F_1053,130.6701
STP_KCH,F_1054,189.9755
STP_KCH,F_1055,144.6869
STP_KCH,F_1056,54.5203
STP_KCH,F_1057,171.7879
STP_KCH,F_1058,169.3123
STP_KCH,F_1059,201.6889
STP_KCH,F_1060,211.3691
STP_KCH,F_1061,78.4697
STP_KCH,F_1062,246.7133
STP_KCH,F_1063,140.3039
STP_KCH,F_1064,129.4708
STP_KCH,F_1065,124.3572
STP_KCH,F_1066,25.7004
STP_KCH,F_1067,39.2188
STP_KCH,F_1068,66.7671
STP_KCH,F_1069,170.6069
STP_KCH,F_1070,176.1912
STP_KCH,F_1071,28.3979
STP_KCH,F_1072,26.3189
STP_KCH,F_1073,73.2547
STP_KCH,F_1074,170.3839
STP_KCH,F_1075,206.5597
STP_KCH,F_1076,270.8835
STP_KCH,F_1077,248.0549
STP_KCH,F_1078,172.4996
STP_KCH,F_1079,279.6000
STP_KCH,F_1080,85.4390
STP_KCH,F_1081,192.6480
STP_KCH,F_1082,206.9701
STP_KCH,F_1083,107.9819
STP_KCH,F_1084,144.4463
STP_KCH,F_1085,64.0746
STP_KCH,F_1086,14.0285
STP_KCH,F_1087,149.6173
STP_KCH,F_1088,189.8083
STP_KCH,F_1089,281.5260
STP_KCH,F_1090,243.7190
STP_KCH,F_1091,91.9301
STP_KCH,F_1092,170.4133
STP_KCH,F_1093,119.8633
STP_KCH,F_1094,155.6618
STP_KCH,F_1095,167.5975
STP_KCH,F_1096,161.5498
STP_KCH,F_1097,159.1748
STP_KCH,F_1098,53.8493
STP_KCH,F_1099,14.1820
STP_KCH,F_1100,86.9374
STP_KCH,F_1101,183.5496
STP_KCH,F_1102,78.1805
STP_KCH,F_1103,96.4292
STP_KCH,F_1104,119.6298
STP_KCH,F_1105,164.8294
STP_KCH,F_1106,176.7900
STP_KCH,F_1107,63.9400
STP_KCH,F_1108,85.2249
STP_KCH,F_1109,267.3096
STP_KCH,F_1110,102.7327
STP_KCH,F_1111,84.1825
STP_KCH,F_1112,56.2587
STP_KCH,F_1113,202.7035
STP_KCH,F_1114,56.5231
STP_KCH,F_1115,45.6711
STP_KCH,F_1116,121.5204
STP_KCH,F_1117,224.9482
STP_KCH,F_1118,86.9228
STP_KCH,F_1119,119.8754
STP_KCH,F_1120,232.4720
STP_KCH,F_1121,277.4336
STP_KCH,F_1122,240.8263
STP_KCH,F_1123,96.5540
STP_KCH,F_1124,176.3722
STP_KCH,F_1125,281.1015
STP_KCH,F_1126,130.2357
STP_KCH,F_1127,144.8630
STP_KCH,F_1128,258.9570
STP_KCH,F_1129,135.9543
STP_KCH,F_1130,61.3846
STP_KCH,F_1131,78.2357
STP_KCH,F_1132,187.4642
STP_KCH,F_1133,112.4155
STP_KCH,F_1134,115.5892
STP_KCH,F_1135,201.0566
STP_KCH,F_1136,243.9183
STP_KCH,F_1137,158.3161
STP_KCH,F_1138,133.5387
STP_KCH,F_1139,122.9767
STP_KCH,F_1140,115.5388
STP_KCH,F_1141,131.9265
STP_KCH,F_1142,267.2631
STP_KCH,F_1143,108.8483
STP_KCH,F_1144,30.1052
STP_KCH,F_1145,83.2540
STP_KCH,F_1146,82.3725
STP_KCH,F_1147,31.7179
STP_KCH,F_1148,294.9532
STP_KCH,F_1149,227.1161
STP_KCH,F_1150,87.3709
STP_KCH,F_1151,280.4476
STP_KCH,F_1152,281.6637
STP_KCH,F_1153,249.6610
STP_KCH,F_1154,98.7354
STP_KCH,F_1155,87.1721
STP_KCH,F_1156,161.9766
STP_KCH,F_1157,77.4911
STP_KCH,F_1158,58.9842
STP_KCH,F_1159,236.6537
STP_KCH,F_1160,222.8628
STP_KCH,F_1161,39.5460
STP_KCH,F_1162,83.4713
STP_KCH,F_1163,139.1496
STP_KCH,F_1164,162.3085
STP_KCH,F_1165,89.9967
STP_KCH,F_1166,275.1465
STP_KCH,F_1167,97.7635
STP_KCH,F_1168,99.4466
STP_KCH,F_1169,138.5408
STP_KCH,F_1170,98.1926
STP_KCH,F_1171,212.3520
STP_KCH,F_1172,53.3385
STP_KCH,F_1173,142.5200
STP_KCH,F_1174,221.7294
STP_KCH,F_1175,42.1284
STP_KCH,F_1176,212.0548
STP_KCH,F_1177,134.3509
STP_KCH,F_1178,142.2520
STP_KCH,F_1179,123.1839
STP_KCH,F_1180,98.7150
STP_KCH,F_1181,254.8808
STP_KCH,F_1182,54.8283
STP_KCH,F_1183,109.0479
STP_KCH,F_1184,54.4521
STP_KCH,F_1185,131.5882
STP_KCH,F_1186,249.2943
STP_KCH,F_1187,27.5186
STP_KCH,F_1188,109.7198
STP_KCH,F_1189,103.0414
STP_KCH,F_1190,168.2213
STP_KCH,F_1191,176.4832
STP_KCH,F_1192,243.4825
STP_KCH,F_1193,49.1318
STP_KCH,F_1194,174.7534
STP_KCH,F_1195,75.4320
STP_KCH,F_1196,126.9172
STP_KCH,F_1197,165.5125
STP_KCH,F_1198,44.2359
STP_KCH,F_1199,191.6666
STP_KCH,F_1200,269.9838
STP_KCH,F_1201,282.0347
STP_KCH,F_1202,61.5010
STP_KCH,F_1203,181.8757
STP_KCH,F_1204,234.5788
STP_KCH,F_1205,58.3521
STP_KCH,F_1206,118.6500
STP_KCH,F_1207,185.2839
STP_KCH,F_1208,11.1466
STP_KCH,F_1209,71.8460
STP_KCH,F_1210,132.3049
STP_KCH,F_1211,53.9788
STP_KCH,F_1212,149.3192
STP_KCH,F_1213,216.7500
STP_KCH,F_1214,166.0235
STP_KCH,F_1215,264.8402
STP_KCH,F_1216,149.5751
STP_KCH,F_1217,113.9606
STP_KCH,F_1218,98.8843
STP_KCH,F_1219,127.2594
STP_KCH,F_1220,149.3239
STP_KCH,F_1221,145.8381
STP_KCH,F_1222,98.9841
STP_KCH,F_1223,120.1331
STP_KCH,F_1224,31.1176
STP_KCH,F_1225,263.3663
STP_KCH,F_1226,129.8235
STP_KCH,F_1227,129.8948
STP_KCH,F_1228,167.0213
STP_KCH,F_1229,111.7190
STP_KCH,F_1230,202.4087
STP_KCH,F_1231,43.7071
STP_KCH,F_1232,212.1400
STP_KCH,F_1233,69.7531
STP_KCH,F_1234,44.9710
STP_KCH,F_1235,123.9354
STP_KCH,F_1236,253.5737
STP_KCH,F_1237,63.6640
STP_KCH,F_1238,100.2614
STP_KCH,F_1239,180.0228
STP_KCH,F_1240,150.8905
STP_KCH,F_1241,249.1767
STP_KCH,F_1242,117.8806
STP_KCH,F_1243,126.6145
STP_KCH,F_1244,18.0055
STP_KCH,F_1245,161.8474
STP_KCH,F_1246,164.5276
STP_KCH,F_1247,222.2270
STP_KCH,F_1248,86.5347
STP_KCH,F_1249,40.5685
STP_KKD,F_1000,225.5732
STP_KKD,F_1001,98.2932
STP_KKD,F_1002,236.8103
STP_KKD,F_1003,161.3170
STP_KKD,F_1004,234.3584
STP_KKD,F_1005,232.0904
STP_KKD,F_1006,231.0200
STP_KKD,F_1007,198.3069
STP_KKD,F_1008,350.9297
STP_KKD,F_1009,211.8038
STP_KKD,F_1010,145.9685
STP_KKD,F_1011,218.5572
STP_KKD,F_1012,112.4415
STP_KKD,F_1013,132.2727
STP_KKD,F_1014,143.1971
STP_KKD,F_1015,191.0233
STP_KKD,F_1016,86.5695
STP_KKD,F_1017,141.9777
STP_KKD,F_1018,121.2244
STP_KKD,F_1019,123.1538
STP_KKD,F_1020,264.0210
STP_KKD,F_1021,177.4759
STP_KKD,F_1022,135.6562
STP_KKD,F_1023,54.3655
STP_KKD,F_1024,165.1615
STP_KKD,F_1025,62.8075
STP_KKD,F_1026,80.8787
STP_KKD,F_1027,195.1542
STP_KKD,F_1028,103.2321
STP_KKD,F_1029,89.2195
STP_KKD,F_1030,171.8892
STP_KKD,F_1031,233.7416
STP_KKD,F_1032,241.7949
STP_KKD,F_1033,81.1656
STP_KKD,F_1034,256.1408
STP_KKD,F_1035,218.4189
STP_KKD,F_1036,295.8908
STP_KKD,F_1037,106.4948
STP_KKD,F_1038,129.5648
STP_KKD,F_1039,162.5615
STP_KKD,F_1040,224.0293
STP_KKD,F_1041,112.7362
STP_KKD,F_1042,180.1326
STP_KKD,F_1043,222.3521
STP_KKD,F_1044,164.5275
STP_KKD,F_1045,158.3283
STP_KKD,F_1046,353.6835
STP_KKD,F_1047,252.7572
STP_KKD,F_1048,241.0539
STP_KKD,F_1049,216.3496
STP_KKD,F_1050,120.8019
STP_KKD,F_1051,148.0405
STP_KKD,F_1052,120.3776
STP_KKD,F_1053,213.8813
STP_KKD,F_1054,338.3251
STP_KKD,F_1055,290.7197
STP_KKD,F_1056,98.9932
STP_KKD,F_1057,113.6066
STP_KKD,F_1058,125.7867
STP_KKD,F_1059,99.7079
STP_KKD,F_1060,86.8079
STP_KKD,F_1061,231.5178
STP_KKD,F_1062,142.3258
STP_KKD,F_1063,133.2283
STP_KKD,F_1064,282.5926
STP_KKD,F_1065,239.3599
STP_KKD,F_1066,152.6652
STP_KKD,F_1067,159.8549
STP_KKD,F_1068,220.1950
STP_KKD,F_1069,322.8882
STP_KKD,F_1070,327.8439
STP_KKD,F_1071,149.0422
STP_KKD,F_1072,176.8060
STP_KKD,F_1073,120.2555
STP_KKD,F_1074,186.1924
STP_KKD,F_1075,130.1944
STP_KKD,F_1076,201.9328
STP_KKD,F_1077,175.7727
STP_KKD,F_1078,130.2736
STP_KKD,F_1079,210.9624
STP_KKD,F_1080,237.6148
STP_KKD,F_1081,83.1509
STP_KKD,F_1082,156.1651
STP_KKD,F_1083,220.0514
STP_KKD,F_1084,174.7782
STP_KKD,F_1085,180.1553
STP_KKD,F_1086,163.7470
STP_KKD,F_1087,298.8673
STP_KKD,F_1088,342.4294
STP_KKD,F_1089,148.5597
STP_KKD,F_1090,181.9469
STP_KKD,F_1091,245.3685
STP_KKD,F_1092,63.1110
STP_KKD,F_1093,227.0078
STP_KKD,F_1094,303.0120
STP_KKD,F_1095,38.3503
STP_KKD,F_1096,46.3124
STP_KKD,F_1097,124.1258
STP_KKD,F_1098,195.0678
STP_KKD,F_1099,139.7699
STP_KKD,F_1100,103.5743
STP_KKD,F_1101,51.3638
STP_KKD,F_1102,191.3571
STP_KKD,F_1103,199.2514
STP_KKD,F_1104,41.0847
STP_KKD,F_1105,316.6395
STP_KKD,F_1106,321.9640
STP_KKD,F_1107,214.9267
STP_KKD,F_1108,75.8378
STP_KKD,F_1109,204.0407
STP_KKD,F_1110,256.1083
STP_KKD,F_1111,159.2811
STP_KKD,F_1112,97.7277
STP_KKD,F_1113,66.9142
STP_KKD,F_1114,117.1204
STP_KKD,F_1115,123.8796
STP_KKD,F_1116,272.4433
STP_KKD,F_1117,123.7708
STP_KKD,F_1118,238.1931
STP_KKD,F_1119,273.3218
STP_KKD,F_1120,129.2029
STP_KKD,F_1121,158.3428
STP_KKD,F_1122,106.1906
STP_KKD,F_1123,222.1005
STP_KKD,F_1124,70.9450
STP_KKD,F_1125,148.2371
STP_KKD,F_1126,181.2518
STP_KKD,F_1127,280.2220
STP_KKD,F_1128,130.0343
STP_KKD,F_1129,289.0637
STP_KKD,F_1130,92.5489
STP_KKD,F_1131,199.0406
STP_KKD,F_1132,61.2885
STP_KKD,F_1133,256.4977
STP_KKD,F_1134,264.2013
STP_KKD,F_1135,98.3354
STP_KKD,F_1136,164.3762
STP_KKD,F_1137,305.9375
STP_KKD,F_1138,180.7312
STP_KKD,F_1139,268.6500
STP_KKD,F_1140,176.9652
STP_KKD,F_1141,281.6402
STP_KKD,F_1142,134.5865
STP_KKD,F_1143,236.3541
STP_KKD,F_1144,170.0856
STP_KKD,F_1145,224.5229
STP_KKD,F_1146,201.9967
STP_KKD,F_1147,151.7528
STP_KKD,F_1148,217.3624
STP_KKD,F_1149,162.4610
STP_KKD,F_1150,234.9380
STP_KKD,F_1151,144.3759
STP_KKD,F_1152,151.6041
STP_KKD,F_1153,164.9093
STP_KKD,F_1154,208.7478
STP_KKD,F_1155,226.0093
STP_KKD,F_1156,315.3835
STP_KKD,F_1157,224.7079
STP_KKD,F_1158,152.3544
STP_KKD,F_1159,159.1672
STP_KKD,F_1160,161.0290
STP_KKD,F_1161,186.5071
STP_KKD,F_1162,233.5106
STP_KKD,F_1163,287.4571
STP_KKD,F_1164,315.6203
STP_KKD,F_1165,235.3039
STP_KKD,F_1166,140.2395
STP_KKD,F_1167,238.7139
STP_KKD,F_1168,119.0820
STP_KKD,F_1169,148.7498
STP_KKD,F_1170,241.8098
STP_KKD,F_1171,147.8791
STP_KKD,F_1172,115.0215
STP_KKD,F_1173,291.9937
STP_KKD,F_1174,149.8285
STP_KKD,F_1175,176.2254
STP_KKD,F_1176,363.0164
STP_KKD,F_1177,45.3248
STP_KKD,F_1178,282.8926
STP_KKD,F_1179,256.8573
STP_KKD,F_1180,251.9863
STP_KKD,F_1181,198.5692
STP_KKD,F_1182,207.1141
STP_KKD,F_1183,160.1805
STP_KKD,F_1184,201.7590
STP_KKD,F_1185,260.9937
STP_KKD,F_1186,125.1243
STP_KKD,F_1187,151.9824
STP_KKD,F_1188,222.6917
STP_KKD,F_1189,256.4490
STP_KKD,F_1190,109.7765
STP_KKD,F_1191,129.8219
STP_KKD,F_1192,163.5287
STP_KKD,F_1193,184.4546
STP_KKD,F_1194,323.6615
STP_KKD,F_1195,226.0613
STP_KKD,F_1196,231.7847
STP_KKD,F_1197,39.8465
STP_KKD,F_1198,195.4099
STP_KKD,F_1199,95.9882
STP_KKD,F_1200,184.5492
STP_KKD,F_1201,176.3358
STP_KKD,F_1202,143.8092
STP_KKD,F_1203,112.9818
STP_KKD,F_1204,186.6862
STP_KKD,F_1205,134.6645
STP_KKD,F_1206,40.6143
STP_KKD,F_1207,140.2243
STP_KKD,F_1208,164.3140
STP_KKD,F_1209,221.9542
STP_KKD,F_1210,260.4222
STP_KKD,F_1211,192.9543
STP_KKD,F_1212,150.1106
STP_KKD,F_1213,84.0830
STP_KKD,F_1214,166.5152
STP_KKD,F_1215,204.8474
STP_KKD,F_1216,300.8271
STP_KKD,F_1217,267.2159
STP_KKD,F_1218,133.9327
STP_KKD,F_1219,230.1072
STP_KKD,F_1220,93.6212
STP_KKD,F_1221,298.2149
STP_KKD,F_1222,249.2497
STP_KKD,F_1223,272.3626
STP_KKD,F_1224,182.9042
STP_KKD,F_1225,200.2536
STP_KKD,F_1226,103.7096
STP_KKD,F_1227,166.4185
STP_KKD,F_1228,137.5764
STP_KKD,F_1229,47.4983
STP_KKD,F_1230,108.1116
STP_KKD,F_1231,197.1570
STP_KKD,F_1232,146.8413
STP_KKD,F_1233,84.1112
STP_KKD,F_1234,116.5648
STP_KKD,F_1235,266.8886
STP_KKD,F_1236,120.5857
STP_KKD,F_1237,194.5011
STP_KKD,F_1238,245.6158
STP_KKD,F_1239,79.9031
STP_KKD,F_1240,103.1198
STP_KKD,F_1241,112.6438
STP_KKD,F_1242,257.6814
STP_KKD,F_1243,96.4851
STP_KKD,F_1244,167.4470
STP_KKD,F_1245,312.9212
STP_KKD,F_1246,313.4223
STP_KKD,F_1247,147.6829
STP_KKD,F_1248,67.9532
STP_KKD,F_1249,113.2974
STP_GVR,F_1000,151.6598
STP_GVR,F_1001,68.1676
STP_GVR,F_1002,159.0413
STP_GVR,F_1003,193.2113
STP_GVR,F_1004,159.1513
STP_GVR,F_1005,154.5655
STP_GVR,F_1006,153.7603
STP_GVR,F_1007,221.8397
STP_GVR,F_1008,274.3859
STP_GVR,F_1009,153.6740
STP_GVR,F_1010,162.7140
STP_GVR,F_1011,141.1810
STP_GVR,F_1012,157.4895
STP_GVR,F_1013,154.6771
STP_GVR,F_1014,134.3908
STP_GVR,F_1015,231.1950
STP_GVR,F_1016,128.9084
STP_GVR,F_1017,167.9589
STP_GVR,F_1018,43.8812
STP_GVR,F_1019,66.5521
STP_GVR,F_1020,186.6413
STP_GVR,F_1021,101.7744
STP_GVR,F_1022,176.1576
STP_GVR,F_1023,58.8440
STP_GVR,F_1024,111.7627
STP_GVR,F_1025,51.4214
STP_GVR,F_1026,140.1026
STP_GVR,F_1027,121.8580
STP_GVR,F_1028,125.8943
STP_GVR,F_1029,113.8262
STP_GVR,F_1030,181.3665
STP_GVR,F_1031,165.9427
STP_GVR,F_1032,164.0386
STP_GVR,F_1033,42.3156
STP_GVR,F_1034,180.1714
STP_GVR,F_1035,144.2118
STP_GVR,F_1036,222.5987
STP_GVR,F_1037,37.2252
STP_GVR,F_1038,189.1277
STP_GVR,F_1039,84.7084
STP_GVR,F_1040,146.8725
STP_GVR,F_1041,136.3150
STP_GVR,F_1042,196.2622
STP_GVR,F_1043,160.9249
STP_GVR,F_1044,206.9634
STP_GVR,F_1045,132.2449
STP_GVR,F_1046,276.5017
STP_GVR,F_1047,179.3035
STP_GVR,F_1048,166.2130
STP_GVR,F_1049,160.3045
STP_GVR,F_1050,42.9365
STP_GVR,F_1051,78.7772
STP_GVR,F_1052,62.3082
STP_GVR,F_1053,159.6076
STP_GVR,F_1054,262.4711
STP_GVR,F_1055,215.1465
STP_GVR,F_1056,21.2009
STP_GVR,F_1057,124.8421
STP_GVR,F_1058,128.8625
STP_GVR,F_1059,140.6171
STP_GVR,F_1060,143.4869
STP_GVR,F_1061,153.7102
STP_GVR,F_1062,187.4617
STP_GVR,F_1063,113.9640
STP_GVR,F_1064,204.7894
STP_GVR,F_1065,174.1263
STP_GVR,F_1066,76.7837
STP_GVR,F_1067,86.7745
STP_GVR,F_1068,142.3153
STP_GVR,F_1069,245.3571
STP_GVR,F_1070,250.5226
